parent_clip_id,Brene_Brown,Eckhart_Tolle,Eric_Thomas,Gary_Vee,Jay_Shetty,Nick_Vujicic,other_speaker_present,music_present,audience_reaction_present,silence_present
Eckhart_Tolle__Eckhart_Tolle__0145,0.00032151747,0.9995941566666667,0.002246839825,4.754050908000001e-05,0.0009873892,0.0010655791,0.05109935424425338,0.02223668985,0.019939345,0.23825127
Eckhart_Tolle__Eckhart_Tolle__0165,0.00060606067,0.9995351333333334,0.00101560578275,0.00040093648672,0.009359656,0.00021529748,0.4731349996308877,0.008598794146,0.19200609333333332,0.26514688
Eckhart_Tolle__Eckhart_Tolle__0167,5.9160007e-05,0.9927532666666666,0.001056037705,0.00054962080528,0.041945323,0.0004264952,0.28804461355573086,0.0653140851,0.015915827666666667,0.3119672
Eckhart_Tolle__Eckhart_Tolle__0183,0.0010803667,0.9998049333333334,0.000556882509,0.00010370652164,4.9221664e-05,0.0001746111,0.22646922625799204,0.0029872787640000003,0.050151425666666666,0.17186558
Eckhart_Tolle__Eckhart_Tolle__0190,0.0006798228,0.9997486833333333,0.0007628752550000001,0.00010677921928,0.001843219,0.00024526118,0.03138848524255722,0.008012418046,0.03581325866666667,0.2524936
Eckhart_Tolle__Eckhart_Tolle__0209,0.00046801902,0.9996590933333334,0.000905561975,0.00072844005812,0.0037705097,9.038557e-05,0.07094621904294496,0.019278898712,0.013740387000000001,0.18698753
Eckhart_Tolle__Eckhart_Tolle__0223,0.009728218,0.9999371766666667,0.0003566160065,0.00011780620122,7.481062e-05,0.00025630486,0.02472875251185147,0.0019885765399999997,0.018435338,0.3052365
Eckhart_Tolle__Eckhart_Tolle__0225,0.0026291183,0.99935045,0.000669949355,9.7127569786e-05,0.0124134915,0.0002572533,0.14851174202112283,0.00555606076,0.024719689666666666,0.34177262
Eckhart_Tolle__Eckhart_Tolle__0238,0.00038084056,0.9993290133333333,0.0006096810524999999,0.00020873949148000003,0.006057419,0.0010503278,0.6156943267578325,0.011900380976000002,0.026041122666666666,0.2814863
Eckhart_Tolle__Eckhart_Tolle__0240,0.0005695807,0.9970866433333333,0.00045742230199999996,0.00038144152797199994,6.532557e-05,0.00030558804,0.9455955013998538,0.00580257344,0.027810630333333336,0.11902546
